title,author,isbn,available
Point of Origin,Patricia Daniels Cornwell,399143947,true
Rebecca's Tale,Sally Beauman,66211085,true
Group: Six People in Search of a Life,Paul Solotaroff,042517476X,true
The Program,Stephen White,440237262,true
Animal Liberation,Peter Singer,380713330,true
Tibetan Book of the Dead,W. Y. Evans-Wentz,195002237,true
Fifth business,Robertson Davies,014004387X,true
Treasure Island (The World's Best Reading),Robert Louis Stevenson,895772620,true
Heidi,Johanna Spyri,517618141,true
"Four Major Plays: A Doll's House, Ghosts, Hedda Gabler, the Master Builder (Oxford World's Classics)",Henrik Ibsen,192833871,true
The Awakening: An Authoritative Text Biographical and Historical Contexts Criticism (A Norton Critical Edition),Kate Chopin,393960579,true
Heart of Darkness (Broadview Literary Texts),Joseph Conrad,1551113074,true
The Importance of Being Earnest (Dover Thrift Editions),Oscar Wilde,486264785,true
Brave New World,Aldous Huxley,60809833,true
Dune (Dune Chronicles (Berkley Paperback)),Frank Herbert,441172660,true
A Passage to India,E.M. Forster,156711427,true
Snow Leopard,Peter Matthiessen,553206516,true
The Stories of Eva Luna,Isabel Allende,553550039,true
Havana Bay,Martin Cruz Smith,345390458,true
Rebel (Starbuck Chronicles),Bernard Cornwell,61091871,true
The Fourth Deadly Sin,Lawrence Sanders,425090787,true
Sailing the Dream,John F. McGrady,1929317999,true
The Prince of Tides,Pat Conroy,553268880,true
Nethergate,Norah Lofts,385008910,true
The Dinosaur Heresies: New Theories Unlocking the Mystery of the Dinosaurs and Their Extinction,Robert T. Bakker,688042872,true
Lily Of The Valley,Suzanne Strempek Shea,671027107,true
Deep South (Anna Pigeon Mysteries (Hardcover)),Nevada Barr,399145869,true
Italian Fever: A Novel,Valerie Martin,375405429,true
The Honk and Holler Opening Soon,Billie Letts,446521582,true
The Magician's Assistant,Ann Patchett,151002630,true
1st to Die: A Novel,James Patterson,316666009,true
The Evidence Against Her : A Novel,Robb Forman Dew,316890197,true
Snow in August,Pete Hamill,446675253,true
The Fall of Reach (Halo),Eric Nylund,345451325,true
Name of the Rose,Umberto Eco,330284142,true
The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,345391810,true
The Adventures of Tom Sawyer (Penguin Popular Classics),Mark Twain,140620524,true
Death in Kenya,Mary Margaret Kaye,312186118,true
Trust Me,Jayne Ann Krentz,671516922,true
Gideon's Dawn,Michael D. Warden,1586607251,true
The Millionaire Next Door,Thomas J. Stanley,671015206,true
Before and After,Rosellen Brown,440216540,true
Murder in the Smithsonian (Capital Crime Mysteries),Margaret Truman,449209598,true
Painter of Signs (King Penguin S.),R.K. Narayan,140062599,true
"Witch, and other stories (The Heritage of literature series)",George Mackay Brown,582349168,true
Rommel? Gunner Who?,Spike Milligan,140041079,true
Rights of Man (Classics S.),Thomas Paine,140400117,true
Persuasion (World's Classics),Jane Austen,192815466,true
Tess of the D'Urbervilles (Penguin Classics),Thomas Hardy,140431357,true
The Patient's Guide to Anesthesia: Making the Right Choices,A. J. Hill,1575664054,true
Under Pressure: The Final Voyage of Submarine S-Five,A. J. Hill,451209117,true
Under Pressure : The Final Voyage of Submarine S-Five,A. J. Hill,743236777,true
Turning Point,Sharon Sala,037348481X,true
Guidepost Treasury of Love,Guideposts Magazine,553208314,true
A Bend in the Road,Nicholas Sparks,446611867,true
Shopaholic Ties the Knot,Sophie Kinsella,385336179,true
An American Salad,Marie Watts,972380698,true
Bachelor brothers' bed &amp; breakfast pillow book,Bill Richardson,155054439X,true
God Save the Sweet Potato Queens,JILL CONNER BROWNE,060980619X,true
The Giver,Lois Lowry,440900794,true
Princess of Thieves,Katherine O'Neal,553560662,true
The Macgregors: Serena - Caine (The Macgregors),Nora Roberts,373483880,true
Suddenly,Barbara Delinsky,61042005,true
The House of Mirth,Edith Wharton,425046117,true
LA Mujer Habitada,Giaconda Belli,8495971631,true
Las Chicas Buenas No Toman Postre,R. Meadon,8478082344,true
Moments of Being: Second Edition,Virginia Woolf,156619180,true
El actor y los demÃ¡s (Laia/literatura),Fernando FernÃ¡n GÃ³mez,8476680856,true
Anorexia y Bulimia - Trastornos Alimentarios,Rosa Maria Raich,8436808452,true
"Maestro y Margarita, El",Mijail Bulgakov,8420634573,true
Berlin Alexanderplatz,Alfred Doblin,8423326810,true
Depardieu,Marianne Gray,8440631480,true
One Door Away from Heaven,Dean R. Koontz,553582755,true
"Winesburg, Ohio (Dover Thrift Editions)",Sherwood Anderson,486282694,true
"The TV Guide Book of Lists : Revealing Facts, Fascinating Fads, and Strange Phenomena from 50 Years of Television",Amy Paulsen,006101091X,true
How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,452268060,true
Adventures of Tom Sawyer,Mark Twain,439099404,true
Superfudge,Judy Blume,525405224,true
She's Come Undone,Wally Lamb,671759213,true
The Bridges of Madison County,Robert James Waller,044651652X,true
Confessions of a Failed Southern Lady,Florence King,312050631,true
Nineteen Eighty-Four,George Orwell,452254264,true
Midnight Lady,Rosemary Rogers,380786052,true
Love's Encore,Sandra Brown,446364282,true
The Devil's Banker,CHRISTOPHER REICH,385337272,true
Manhattan Memoir,Mary Cantwell,140291903,true
"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",Stefan Fatsis,142002267,true
Curse of the Giant Muffins and Other Washington Maladies,Michael Kinsley,671640925,true
Shallows of Night,Eric Van Listbader,425099644,true
Peace Agitator: Story of A. J. Muste,Hentoff,960809600,true
"Wizards Don't Wear Graduation Gowns (Adventures of the Bailey School Kids, 45)",Debbie Dadey,439368030,true
Walking Wisely: Real Guidance For Life's Journey,"Charles, Dr Stanley",785272984,true
Taming Your Gremlin (Revised Edition): A Surprisingly Simple Method for Getting Out of Your Own Way,Rick Carson,60520221,true
Help! I'm a Prisoner in the Library,Eth Clifford,590443518,true
Harris and Me,GARY PAULSEN,440409942,true
Fog (Losing Christina),Caroline B. Cooney,590438069,true
The Mystery of the Cupboard (Indian in the Cupboard),Lynne Reid Banks,380720132,true
I'm Not Scared,Niccolo Ammaniti,1841952974,true
The Outside Shot,WALTER DEAN MYERS,440967848,true
"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)",Tim Lahaye,842329277,true
The Search (Left Behind: The Kids #9),Jerry B. Jenkins,842343296,true
Island of the Blue Dolphins,SCOTT O'DELL,440439884,true
Death Strike (Left Behind the Kids),Jerry Jenkins,842343288,true
Sideways Arithmetic from Wayside School,Louis Sachar,590424165,true
Charlotte's Web,E. B. White,059030271X,true
"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,345339738,true
"Tucket's Gold (Tuckets Adventures, Book 4)",Gary Paulsen,440413761,true
The Hitchhiker (Point),R. L. Stine,590461001,true
"Lucy Forever and Miss Rosetree, Shrinks",Susan Richards Shreve,688149588,true
The Underground (Left Behind: The Kids #6),Jerry B. Jenkins,842343261,true
"Busted! (Left Behind. the Kids, 7)",Jerry Jenkins,084234327X,true
George and Martha Rise and Shine,James Marshall,395280060,true
Behind the Lines (Point),Isabelle Holland,590451146,true
Monster (rpkg),Walter Dean Myers,64407314,true
Five Children and It,Edith Nesbit,816707979,true
La fuente del unicornio,Theodore Sturgeon,8401541034,true
A Gift of Hope: How We Survive Our Tragedies,Robert L. Veninga,034541036X,true
Crossing to Safety: A Novel (Great Reads),Wallace Stegner,517187760,true
Suzanne's Diary for Nicholas,James Patterson,446679593,true
Ladder of Years,Anne Tyler,679441557,true
Playing It by Heart: Taking Care of Yourself No Matter What,Melody Beattie,1567315658,true
The Heart Reader,Anonymous,849916518,true
Daughters of Memory,Janis Arnold,1565120310,true
Right from Wrong,Cindy Bonner,156512104X,true
The Bondwoman's Narrative,Hannah Crafts,446690295,true
"Magic's Price (The Last Herald-Mage Series, Book 3)",Mercedes Lackey,886774268,true
"Magic's Pawn (The Last Herald-Mage Series, Book 1)",Mercedes Lackey,886773520,true
"Magic's Promise (The Last Herald-Mage Series, Book 2)",Mercedes Lackey,886774012,true
Kirith Kirin,Jim Grimsley,1892065169,true
Dispatches from the Tenth Circle: The Best of the Onion,ROBERT SIEGEL,609808346,true
Cars and Trucks and Things That Go,RICHARD SCARRY,307157857,true
Fifth Business (Penguin Twentieth-Century Classics),Robertson Davies,141186151,true
Long Wait,Mickey Spillane,451121902,true
The Alienist,Caleb Carr,679417796,true
A Separate Peace (Scribner Classics),John Knowles,684833662,true
High Fidelity,Nick Hornby,1573225517,true
The Fifties,DAVID HALBERSTAM,449909336,true
How to Be a Canadian: Even If You Already are One,Will Ferguson,1550548913,true
"The Lion, the Fox and the Eagle",CAROL OFF,679311386,true
"War and Peace: The Maude Translation, Backgrounds and Sources, Criticism (Norton Critical Editions)",Leo Tolstoy,039396647X,true
American Gods: A Novel,Neil Gaiman,380973650,true
Nobody's Perfect: Selected Writings from the New Yorker,Anthony Lane,375414487,true
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,316346624,true
A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,802130208,true
American Son,Richard Blow,312988990,true
"Let's Roll: Ordinary People, Extraordinary Courage",Lisa Beamer,842373195,true
Metamorphosis,David Suzuki,43510744,true
The White Road,John Connolly,340821191,true
Fiddleback: A Novel,J.M. Morris,333906306,true
Heart Conditions,Sara Lewis,156004992,true
Mrs Dalloway,Virginia Woolf,156628708,true
The Falls (Inspector Rebus S.),Ian Rankin,752844059,true
Burn Marks (V.I. Warshawski Novels (Paperback)),Sara Paretsky,440208459,true
Resurrection Men (Inspector Rebus S.),Ian Rankin,752848224,true
A Question of Blood,Ian Rankin,075285111X,true
The Cater Street Hangman,Anne Perry,449208672,true
Gaudy Night,Dorothy L. Sayers,60808241,true
Endangered Species (Anna Pigeon Mysteries (Paperback)),Nevada Barr,380725835,true
The Virgin in the Ice (Cadfael Chronicles: 6),Ellis Peters,751514012,true
The Leper of St. Giles,Peters,751511056,true
It Helps When You Take the Brake Off,Renee,186941358X,true
The Legend of Nightfall (Daw Book Collectors),Mickey Zucker Reichert,886775876,true
Belarus,Lee Hogan,451458680,true
Prodigal Summer,Barbara Kingsolver,60199652,true
Flesh and Blood,Jonathan Kellerman,034541389X,true
Germs : Biological Weapons and America's Secret War,Judith Miller,684871580,true
Man's Search for Ultimate Meaning,Viktor E. Frankl,738203548,true
A Short History of a Small Place: A Novel,T. R. Pearson,805033203,true
White Oleander : A Novel (Oprah's Book Club),Janet Fitch,316284955,true
Friday,Michel Tournier,801855926,true
"The Coffeehouse Investor: How to Build Wealth, Ignore Wall Street and Get on With Your Life",Bill Schultheis,156352600X,true
Chic Simple: Scarves (Chic Simple Components),Kim Johnson Gross,679427651,true
The Last Don,MARIO PUZO,345412214,true
The Sicilian,MARIO PUZO,345441702,true
"The Bachman Books: Rage, the Long Walk, Roadwork, the Running Man",Stephen King,451147367,true
Cigar Box,Wilbur Witt,595168442,true
Ghost Boy,Iain Lawrence,044041668X,true
The Fantastic Adventures of Robin Hood,Martin H. Greenberg,451170539,true
A Widow for One Year : A Novel,JOHN IRVING,375501371,true
Year of the Griffin,Diana Wynne Jones,006447335X,true
Coma: A Novel,Robin Cook,316155101,true
Running with Scissors,Augusten Burroughs,312283709,true
Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,60987529,true
The Ice House,Minette Walters,312951426,true
The Sculptress (Sculptress),Minette Walters,312953615,true
The Bookman's Wake (Cliff Janeway Novels (Paperback)),John Dunning,671567829,true
Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Wright,670820555,true
Still Life with  Woodpecker,TOM ROBBINS,553270931,true
Crystal Cave,Mary Stewart,449241114,true
Empire,Gore Vidal,394561236,true
House of Leaves,Mark Z. Danielewski,375703764,true
Playing for the Ashes,Elizabeth George,553092626,true
The Broken Sword: The Return of King Arthur,Molly Cochran,812545133,true
The Simple Truth,David Baldacci,446523321,true
"Outcast of Redwall (Redwall, Book 8)",Brian Jacques,441004164,true
Good to Great: Why Some Companies Make the Leap... and Others Don't,Jim Collins,66620996,true
Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,553277472,true
The Green,Troon McAllister,385494602,true
The Syndrome,John Case,345433106,true
Perdido Street Station,China Mieville,345443020,true
Angelas Ashes: A Memoir,Frank McCourt,068487217X,true
The Wasp Factory: A Novel,Iain Banks,684853159,true
A Gesture Life,Chang-Rae Lee,1573228281,true
The Lion's Game,Nelson DeMille,446608262,true
The Master of Rain,TOM BRADBY,385503970,true
I Don't Want to Go to Jail : A Novel,Jimmy Breslin,316120324,true
Pronto,Elmore Leonard,440214432,true
The Uncanny,Andrew Klavan,440225779,true
You Are Not a Stranger Here,Adam Haslett,385501676,true
Die Insel des vorigen Tages.,Umberto Eco,3446180850,true
Vincent Price: A Daughter's Biography,Victoria Price,312242735,true
The High King,Lloyd Alexander,440935741,true
Stardust,Neil Gaiman,380804557,true
Tsugumi.,Banana Yoshimoto,3257229739,true
The Testament,John Grisham,99245027,true
Just Like Your Daddy,D. E. Rogers,970880812,true
Scooter and the Galactic Starship,Douglas R. Robinson,595256775,true
The Great Pretender,Millenia Black,741412780,true
My Sister from the Black Lagoon : A Novel of My Life,Laurie Fox,684855380,true
The Darwin Awards II: Unnatural Selection,Wendy Northcutt,525946233,true
A Paler Shade of White: The History of White People in America - Volume II,Martin Mull,399513000,true
The Accidental Tourist,Anne Tyler,425161617,true
The Sixteenth Round: From Number 1 Contender To #45472,Rubin Carter,140149295,true
Praetorian,Thomas Gifford,553565028,true
True History of the Kelly Gang,Peter Carey,375410848,true
Ring of Fire,Cinammon Burke,505520680,true
"Beneath A Texas Sky (Count On A Cop) (Harlequin Superromance, No. 1034)",Rebecca Winters,373710348,true
Banners of Silk,Rosalind Laker,451115457,true
"Galahad In Blue Jeans (Way Out West) (Silhouette Intimate Moments, 971)",Sara Orwig,373079710,true
Little Women,Louisa May Alcott,861782356,true
"Funny, Jonas: You Don't Look Dead",Mary McCullen,515097039,true
Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,553560247,true
Beyond the Golden Hills and Other Stories,Anne L. Squire-Buresh,836135474,true
Between Husbands &amp; Friends,Nancy Thayer,312974221,true
Dave Barry Slept Here,Dave Barry,345416600,true
The Rum Diary : A Novel,Hunter S. Thompson,684856476,true
Welcome to the Funny Farm: The All-True Misadventures of a Woman on the Edge,Karen Scalf Linamen,800757734,true
The Dilbert Future: Thriving on Business Stupidity in the 21st Century,Scott Adams,887309100,true
The Picture of Dorian Gray,Oscar Wilde,1593080255,true
El Libro de Las Ilusiones,Paul Auster,8433969978,true
Pnin,VLADIMIR NABOKOV,1400041988,true
El Ultimo Encuentro,Sandor Marai,8478887342,true
La Ceremonia del Masaje,Alan Bennett,8433970143,true
Q,Luther Blissett,151010633,true
Don Quijote de La Mancha,Miguel De Cervantes Saavedra,9504604730,true
Estupidos Hombres Blancos,Michael Moore,8466612815,true
Let Me Go,Helga Schneider,802714358,true
Eva Luna - Bolsillo,Isabel Allende,9500720418,true
La Sombra del Viento,Carlos Ruiz Zafon,950491036X,true
"Palestina, Ocupacio I Resistencia: Manual Practic Sobre La Questio Palestina I El Conflicte Arabo-Israelia",Salah Jamal,8493058777,true
Viva el mal! Viva el capital!,Santiago Alba Rico,8488471009,true
Los Renglones Torcidos De Dios,Luca de Tena,8432021903,true
Cultivo de Plantas Medicinales Aromaticas y Condimenticias,Fernandez,8428210675,true
Feng Shui: A Complete Guide (Complete Guides),Richard Craze,340697083,true
Les Soldats de Salamine,Javier Cercas,2742739351,true
J.D. Salinger's Franny and Zooey,J. D. Salinger,671008668,true
Nueve Cuentos,J. D. Salinger,9509009059,true
Emmanuelle,Emmanuelle Arsan,8483108208,true
Cuentos Para Pensar / Stories To Think About,Jorge Bucay,8479018682,true
Mujercismas,Terenci Moix,8408020137,true
Una Historia De Amor Como Otra Cualquiera,Lucia Etxebarria,8467004665,true
Delta Style: Eve Wasn't a Size 6 and Neither Am I,Delta Burke,312154542,true
"The Austere Academy (A Series of Unfortunate Events, Book 5)",Lemony Snicket,64408639,true
Brideshead Regained,Michael Johnston,954290100,true
Extreme Measures,Michael Palmer,553295772,true
The Blind Mirror,Christopher Pike,312858957,true
The Door into Summer,Robert A. Heinlein,345330129,true
"Lesser Evil (Star Trek Deep Space Nine: Mission Gamma, Book 4)",Robert Simpson,743410246,true
"Cathedral (Star Trek Deep Space Nine: Mission Gamma, Book 3)",Michael A. Martin,743445643,true
"This Gray Spirit (Star Trek Deep Space Nine: Mission Gamma, Book 2)",Heather Jarman,743445627,true
"Twilight (Star Trek Deep Space Nine: Mission Gamma, Book 1)",David R. George III,743445600,true
Ender's Shadow,Orson Scott Card,812575717,true
The Evil That Men Do (Buffy the Vampire Slayer),Nancy Holder,671026356,true
The Wisdom of War (Buffy the Vampire Slayer),Christopher Golden,743427602,true
Sins of the Father (Buffy the Vampire Slayer),Christopher Golden,671039288,true
Resurrecting Ravana  (Buffy the Vampire Slayer),Ray Garton,671026364,true
The Return (Star Trek),William Shatner,671526103,true
Preserver (Star Trek),William Shatner,671021257,true
Dark Victory (Star Trek),William Shatner,067100882X,true
Spectre (Star Trek),William Shatner,671008781,true
Gatsby le Magnifique,F. Scott Fitzgerald,2253007900,true
LIFE AFTER GOD : LIFE AFTER GOD,Douglas Coupland,671874349,true
The Phantom of the Opera (Bullseye Chillers),Gaston Leroux,394838475,true
Flight,Jan Burke,743439775,true
The Haunted Omnibus,Ed Laing,1567311199,true
"Stacey and the Bad Girls (Baby-Sitters Club, 87)",Ann M. Martin,590482378,true
"Mary Anne Breaks the Rules (Baby-Sitters Club, 79)",Ann M. Martin,590482238,true
Due Diligence,A. Michael Kahn,451179706,true
Skin Tight,Carl Hiaasen,449219410,true
Beneath the Skin,Nicci French,446609781,true
Lucky You,Carl Hiaasen,679454446,true
The Reef,Nora Roberts,051512608X,true
Deadly Practice,Christine Green,373262329,true
Man From St Petersburg,Ken Follett,451124383,true
Lightning Song,Lewis Nordan,1565122208,true
Name Dropping : What If Two Very Different Women Had The Same Exact Name?,Jane Heller,312978332,true
Chameleon,William Diehl,345294459,true
The Trials of Tiffany Trott,Isabel Wolff,451408888,true
LUCKY,Judy Collins,671524968,true
Royal Invitation,Julia Fenton,515115487,true
The Basic Steps to Successful Homeschooling,Vicki A. Brady,1563841134,true
Pagan Babies,Elmore Leonard,60008776,true
Prime Cut,Diane Mott Davidson,553574671,true
'48,James Herbert,61057819,true
The Homeschooling Book of Answers : The 88 Most Important Questions Answered by Homeschooling's Most Respected Voices,LINDA DOBSON,761513779,true
What Makes a Man Feel Loved,Bob Barnes,1565078241,true
"Angry Men, Passive Men: Understanding the Roots of Men's Anger and How to Move Beyond It",Marvin Allen,449908119,true
The Scold's Bridle,Minette Walters,312956126,true
Her Father's House,BELVA PLAIN,385334729,true
The Day,Douglas Hobbie,805044698,true
The Sins of Eden,Iris Gower,075050059X,true
The Indoor Boy,Antony Sher,140165525,true
Sanft entschlafen. Commissario Brunettis sechster Fall.,Donna Leon,3257231393,true
Das Dilbert-Prinzip.,Scott Adams,3453149874,true
Platero y Yo,Juan Ramon Jimenez,9681500601,true
Mas Cuentos de Los Viudos Negras,Isaac Asimov,8420604690,true
Cuentos de hadas retorcidos,A.J. Jacobs,8478082875,true
Bueno Para Comer,Marvin Harris,842063977X,true
Preguntale a Platon,Lou Marinoff,846660684X,true
El Hombre Anumerico,John Allen Paulos,8472231496,true
Donde El Corazon De Lleve,Susana Tamaro,8483140012,true
Vida Sin Condiciones,Deepak Chopra,846630620X,true
Canibales y Reyes,Marvin Harris,8420639508,true
Obras Completas De Agatha Christie (Grandes Maestros Del Crimen Y Misterio),Christie,8475307825,true
The Girls' Guide to Hunting and Fishing,Melissa Bank,067088300X,true
The Pleasure of My Company: A Novel,Steve Martin,786869216,true
A New Song (The Mitford Years),Jan Karon,670878103,true
Jack: Straight from the Gut,Jack Welch,446528382,true
Random Acts of Kindness,Conari Press,943233437,true
House of Sand and Fog,Andre Dubus III,375727345,true
Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,156001454,true
Traumberufe rund ums Pferd.,Ria Fehlau,3440066738,true
Saving Faith,David Baldacci,446608890,true
Blade,Mel Odom,61059137,true
The Cheerleader (Point Thriller),Caroline B. Cooney,059044316X,true
Live from New York: An Uncensored History of Saturday Night Live,Tom Shales,316781460,true
El Psicoanalista,John Katzenbach,8466610685,true
Hunting Season (Anna Pigeon Novels (Paperback)),Nevada Barr,425188787,true
The PMS Outlaws : An Elizabeth MacPherson Novel,Sharyn McCrumb,345382323,true
Full Speed (Janet Evanovich's Full Series),Janet Evanovich,312983298,true
Death on Deadline,Robert Goldsborough,553270249,true
The Monkey's Raincoat,ROBERT CRAIS,553275852,true
Five Bells and Bladebone,Martha Grimes,440201330,true
Wildest Dreams,Jennifer Blake,449147398,true
The Tulip,Anna Pavord,747546215,true
The making of Minty Malone,Isabel Wolff,6513409,true
Second Thyme Around,Katie Fforde,312980345,true
The Mulberry Tree,Jude Deveraux,743437640,true
Thursday'S At Eight,Debbie Macomber,1551668912,true
The Blue Sword,Robin McKinley,688009387,true
Love Story,Erich Segal,380017601,true
City of the Dead (Resident Evil #3),S.D. Perry,671024418,true
CALIBAN COVE: RESIDENT EVIL #2,S.D. Perry,067102440X,true
Underworld  (Resident Evil #4),S.D. Perry,671024426,true
The UMBRELLA CONSPIRACY: RESIDENT EVIL #1,S.D. Perry,671024396,true
The Not-So-Jolly Roger (Time Warp Trio),Jon Scieszka,140346848,true
Knights of the Kitchen Table (Time Warp Trio),Jon Scieszka,140346031,true
Summer Reading Is Killing Me (Time Warp Trio (Library)),Jon Scieszka,613286626,true
The Curious Eat Themselves,John Straley,553568051,true
Acts of War (Tom Clancy's Op Center (Paperback)),Tom Clancy,042515601X,true
The Creative Writing Coursebook: Forty Authors Share Advice and Exercises for Fiction &amp; Poetry,Julia Bell,333782259,true
New Windmills: To Kill a Mockingbird (New Windmills),Harper Lee,435120964,true
Fever Pitch,Nick Hornby,140293442,true
Whitsun Weddings,Philip Larkin,571097103,true
High Fidelity,Nick Hornby,140293469,true
Love You Forever,Robert N. Munsch,920668372,true
White Teeth: A Novel,Zadie Smith,375703861,true
Quivers: A Life,Robin Quivers,60391537,true
East of the Mountains (Vintage Contemporaries (Paperback)),David Guterson,156011042,true
"Legends: Short Novels by the Masters of Modern Fantasy, Vol. 1",Robert Silverberg,812566637,true
Wicked : The Life and Times of the Wicked Witch of the West,Gregory Maguire,60391448,true
The Vision of Emma Blau,Ursula Hegi,684829975,true
Firestarter (Signet Book),Stephen King,451099648,true
A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,Norman Maclean,671776975,true
The Outsiders,S. E. Hinton,440967694,true
Death Be Not Proud a Memoir,John Gunther,60801115,true
The Catcher in the Rye,J. D. Salinger,553149660,true
Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,425152251,true
Silence of the Lambs,Thomas Harris,312924585,true
Cry the Beloved Country,Alan Paton,684718634,true
The Hot Zone,Richard Preston,385479565,true
Snakes: Their Care and Keeping,Lenny Flank,876056354,true
Born Free: A Lioness of Two Worlds,Joy Adamson,375714383,true
The Revenants,Sheri S. Tepper,441718213,true
Akhenaten : Dweller in TruthA Novel,Naguib Mahfouz,385499094,true
Shanghai Baby : A Novel,Wei Hui,743421574,true
Midnight's Children,Salman Rushdie,140132708,true
Some Days There's Pie: A Novel,Catherine Landis,312309295,true
Dragonne's Eg,Mary Brown,671578103,true
"Long Hot Summoning (The Keeper's Chronicles, Number 3)",Tanya Huff,756401364,true
"The Second Summoning (The Keeper's Chronicles, No 2)",Tanya Huff,886779758,true
Sleep Toward Heaven: A Novel,Amanda Eyre Ward,1931561230,true
Lost Woods: The Discovered Writing of Rachel Carson,Rachel Carson,807085464,true
Small Wonder: Essays,Barbara Kingsolver,60504072,true
The Salmon of Doubt,DOUGLAS ADAMS,345460952,true
Round Ireland With a Fridge,Tony Hawks,312274920,true
Parzival and the Stone from Heaven: A Grail Romance Retold for Our Time,Lindsay Clarke,7134495,true
The Remarkable Journey of Prince Jen,Lloyd Alexander,440408903,true
The Fresco,Sheri S. Tepper,038081658X,true
The Family Tree,Sheri S. Tepper,380791978,true
The Cheetah Chase,Karin McQuillan,345397800,true
"Memnoch the Devil (Vampire Chronicles, No 5)",Anne Rice,345409671,true
Through Alien Eyes,Amy Thomson,441007392,true
The Color of Distance,Amy Thomson,441006329,true
Six Moon Dance,Sheri S. Tepper,380791986,true
Lythande,Marion Zimmer Bradley,886771544,true
The Samurai's Wife (A Sano Ichiro Mystery),Laura Joh Rowland,312974485,true
Black Lotus (A Sano Ichiro Mystery),Laura Joh Rowland,312979584,true
Snow Crash (Bantam Spectra Book),NEAL STEPHENSON,553380958,true
The Book of Air (Dragon Quartet),Marjorie B. Kellogg,756400805,true
"The Book of Fire (Kellogg, M. Bradley. Dragon Quartet, V. 3.)",Marjorie B. Kellogg,886779014,true
The Book of Water (Daw Book Collectors),Marjorie B. Kellogg,886776880,true
The Book of Earth (Dragon Quartet),Marjorie B. Kellogg,886775744,true
The Fellowship of the Ring (Lord of the Rings (Paperback)),J. R. R. Tolkien,395272238,true
"Mendoza in Hollywood (A Novel of the Company, Book 3)",Kage Baker,380819007,true
"Sky Coyote (A Novel of the Company, Book 2)",Kage Baker,380731800,true
Fire Bringer,David Clement-Davies,142300608,true
Temporary Agency,Rachel Pollack,087951602X,true
Mister Posterior and the Genius Child,Emily Jenkins,042518627X,true
"In the Garden of Iden (A Novel of the Company, Book 1)",Kage Baker,380731797,true
Secret,Mirika Mayo Cornelius,970851715,true
First to Fight: An Inside View of the U.S. Marine Corps (Bluejacket Books),Victor H. Krulak,1557504644,true
Selected Poems,William Carlos Williams,081120958X,true
Marriages and Families: Making Choices in a Diverse Society,Mary Ann Lamanna,534525075,true
Dream Island (Medieval Trilogy),Josie Litton,553583891,true
The BIBLE CODE,Michael Drosnin,684849739,true
Bachelor Brothers' Bed &amp; Breakfast,Bill Richardson,312171838,true
Strange but True,John Searles,688175716,true
That's Amore,Carol Grace,743467604,true
The Last Chance Cafe : A Novel,Linda Lael Miller,671042505,true
The Summer of My Greek Taverna : A Memoir,Tom Stone,743205413,true
Time and Chance,Sharon Kay Penman,399147853,true
The Rapture of Canaan,Sheri Reynolds,425162443,true
The Eleanor Roosevelt Girls,Bonnie Bluh,966482018,true
"Lucia, Lucia : A Novel",ADRIANA TRIGIANI,1400060052,true
Simon Says,Gloria Murphy,451181409,true
To the Heart of the Nile : Lady Florence Baker and the Exploration of Central Africa,Pat Shipman,60505559,true
Dancing in the Dark,Donald Thomas,312104472,true
Recipes For Easy Living,Curtiss Ann Matlock,1551667533,true
Mrs. Mike,Benedict Freedman,425183238,true
The Secret Hour,LUANNE RICE,553802240,true
"Those Christmas Angels (Harlequin Superromance, 1164)",Debbie Macomber,373711646,true
What We Keep : A Novel (Ballantine Reader's Circle),Elizabeth Berg,345423291,true
Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,515132020,true
This is My Daughter: A Novel,Roxana Robinson,684864363,true
Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,515131229,true
Murder Under Blue Skies,Willard Scott,451192974,true
The Future Homemakers of America,Laurie Graham,446679364,true
Entering Normal (Ballantine Reader's Circle),Anne D. Leclaire,345445732,true
Last Puzzle &amp; Testament (Puzzle Lady Mysteries (Paperback)),Parnell Hall,553581430,true
Sweet Nothings,Catherine Anderson,451410157,true
A Snowball's Chance/ A Christmas Carol,Nikki Rivers,373441320,true
Home To Eden,Dallas Schulze,1551662906,true
Maitland Maternity Christmas: (3 Novels in 1),Muriel Jenson,373834748,true
Christmas Pie,Emma Craig,843943319,true
